target,id,normal_dist,normal_intersec,fft_dist,fft_intersec,manhattan_dist,minkowski_dist,cosine_simil,jaccard_simil
1,b8e965d2,44.270311952005734,1922353.0023360671,1.7237609111930685e-05,0.99999999999999989,619.04013627347729,2.755,0.947,0.0003734129947722181
0,ebff4efc,62.925789285937995,925753.60276748461,2.9844775434021103e-05,0.99999999999999989,467.23715786670908,2.146,0.954,0.0005068423720223011
1,50853a36,59.301169881158948,1190911.893343738,1.7923807431837141e-05,0.99999999999999989,690.16340744760873,3.153,0.951,0.00043122035360068997
1,8e0f4515,39.775409284570053,1398097.3912145454,2.8814492928830515e-06,1.0,417.73189674255127,1.959,0.962,0.0003577177606868181
0,ba84b60e,54.454229873854317,1022466.1478349004,1.6073045845644918e-05,0.77692030490397046,512.80701541793985,2.416,0.958,0.0004126263668248401
0,0717d705,39.038347700310901,1432558.5966929642,3.9195084522687148e-05,0.99999999999999989,498.05861057077072,2.223,0.962,0.0002966478789676654
1,0334eec4,58.468973055602653,1562268.4674530551,2.2938727291288886e-05,1.0,906.37816983483287,3.944,0.955,0.0004266211604095563
1,9fde51a8,52.882344440362495,884883.80039119278,6.5558918358533383e-05,0.99999999999999989,803.51749975953669,3.203,0.946,0.0003717472118959108
1,7ea9222e,66.892106635102891,1126236.6141688011,4.1200667911870124e-05,1.0,1050.777362102295,4.172,0.961,0.0004753981459472308
1,dac5bd92,43.586720793957092,1325105.1640330779,3.0646902154047699e-05,0.99999999999999978,510.25531725660301,2.305,0.954,0.0003590019745108598
1,6d7beb67,69.602723954529026,763030.99831277353,2.7373457430505916e-05,0.99999999999999989,918.8556834285381,3.814,0.965,0.0004758505829169641
1,de0a13aa,49.863980500755787,1340017.116356838,3.0579669125814103e-05,0.99999999999999989,782.70428524475881,3.455,0.947,0.0003707136237256719
0,65979231,41.987891081355265,1360850.7707714364,4.8948014503114583e-05,1.0000000000000002,569.6722980102943,2.463,0.956,0.00031867431485022306
1,6071a6f2,60.918760033877774,1189951.8365172562,2.7934794962251179e-05,1.0,598.50724331061406,2.656,0.958,0.0004464285714285714
0,32580a22,43.433053853488133,646910.97248109581,6.3695214692984208e-05,0.4796405192850382,678.17067326795222,2.779,0.959,0.00027658691743880515
1,0b87e9b9,76.643521722018889,598040.15490348707,4.0049921591777277e-06,1.0,720.60489908836985,3.352,0.968,0.0005274261603375527
1,f0ef5d45,71.283970667696991,1194455.9843123257,2.2224151980210646e-05,1.0,1016.2642741637402,4.29,0.961,0.0005136106831022085
0,c6ffd9f1,52.46383027258041,2143805.3429374727,1.5930780472217208e-06,1.0000000000000002,597.99978314149985,2.77,0.966,0.0004329004329004329
0,4fd7600f,53.997586011191736,765651.42783753015,3.7487823468410501e-05,0.99893333333333334,390.21397037591993,1.743,0.954,0.00043402777777777775
0,dee16fa7,45.743353391722401,1290196.3952953022,2.6331558299721059e-05,1.0,459.62586856449133,2.161,0.958,0.00038058991436726926
0,1a58d98b,87.012983624182326,53333.633488672669,7.8573522694472782e-05,0.99999999999999989,1517.9670153954783,5.481,0.953,0.0005979073243647235
1,23f30ff1,61.233978071131403,951831.91730167472,4.6875427556657885e-05,1.0,640.49009321095025,2.741,0.959,0.00044672771945499217
1,291c8713,35.467670570253127,1613296.5289676057,9.0604872352050797e-06,0.87510437531318985,535.73634896726617,2.592,0.947,0.0003345040976751965
1,3e21b615,70.233332953027826,563736.12859064585,9.4471927058220565e-05,1.0,1451.737256061336,5.441,0.94,0.00048088482808367395
1,8a1c5528,32.330319430177056,2319656.2019506376,5.5347977385164461e-06,0.89059584790871071,589.25584871300691,2.766,0.953,0.00031867431485022306
0,66348d03,35.662420708874905,1350547.2420837756,1.6702867890116287e-05,0.99999999999999978,364.42191392356375,1.699,0.965,0.0003403096818104475
0,f9209504,41.854438764253153,1463360.7229658372,2.1702696449003963e-05,0.5867667964022979,767.18845360054092,3.274,0.971,0.00029761904761904765
1,68a80de0,37.657302534263344,1401265.1490186718,1.4578200128397176e-05,1.0,385.14635271362738,1.795,0.964,0.00036489691662105453
0,13b318de,36.058416283375294,2316123.9001217461,2.4420865299126535e-06,0.99999999999999989,519.13767265365527,2.429,0.961,0.000321646831778707
1,c9124fed,46.498058772531863,1313207.7800514931,2.0311248797489917e-05,1.0,614.32630759337724,2.768,0.941,0.0003736920777279522
0,6f17c8e6,32.653833710425914,1871855.9958592027,1.5696375112005386e-06,1.0,342.21075018151953,1.626,0.971,0.00032232070910556004
1,d92ff35c,47.553950001723528,1349713.4854179919,1.2398185999638826e-05,0.99999999999999989,557.0972463204622,2.567,0.957,0.00038015586390420075
0,0113e164,81.270765010115298,758007.24723997421,1.0427523867921704e-05,0.84947504326477341,498.20135105798778,2.359,0.956,0.0006695681285570807
1,a9bed487,34.301190347440681,2241675.0805741898,2.7452856054673212e-06,0.99999999999999989,463.76149359177424,2.222,0.964,0.00034352456200618345
1,456d6182,68.448953191061293,1171448.0485287255,4.0242641227717461e-05,1.0,978.73265583981879,4.107,0.944,0.0004952947003467063
0,99d068d8,31.888450503963082,1312129.9673356612,4.3106533769690838e-05,1.0000000000000002,414.58776622344504,1.871,0.955,0.00029739776951672863
1,2b88818c,63.528555553312948,975160.48703557102,1.5610196401579412e-05,1.0,530.03785896955196,2.394,0.966,0.00048192771084337347
0,a4067cf5,42.25005070698397,958697.65374989167,4.5280875518044572e-05,0.99964444444444445,385.54505564481656,1.718,0.959,0.0003557452863749555
0,4184f356,51.508002997937673,885576.15440836886,1.8868382612385527e-05,0.99893333333333323,336.38049827829184,1.55,0.967,0.0004050222762251924
0,35053475,65.766500326226151,1435266.336207395,2.0119162351675179e-05,1.0,1120.330112294291,4.9,0.935,0.0004677268475210477
0,ae99ad14,64.746333876745581,1057968.3968491605,3.6879252348727991e-05,0.99999999999999989,1336.2071228406242,5.226,0.955,0.00043782837127845885
0,4cb68941,37.277684106734441,1697008.7362548672,1.7102699782632167e-05,0.7262509638644703,558.59838687645015,2.611,0.963,0.00030902348578491963
0,5d9fd419,79.248397283702559,812216.0749498792,5.0134085172412259e-05,1.0,834.81396203848226,3.463,0.955,0.0005871990604815032
1,e4c50fc5,59.52178283165555,839602.35466913343,3.1904966884762797e-05,1.0,1000.7055485440538,4.262,0.946,0.0003984857541342897
1,9d2c5335,55.693774779725743,1039479.6159303747,4.4646750037727489e-05,1.0,1144.5790732148614,4.554,0.949,0.0003883495145631068
0,7cc795e7,77.910981411313713,725296.75196820253,4.7052764427006269e-05,1.0,689.45277091749881,2.952,0.954,0.0006080875646093037
1,1dc1c160,49.079170405537653,2264660.5681658038,1.2828208009464808e-05,1.0,783.96426863141892,3.472,0.968,0.0003570790930191037
1,794293b5,62.905970771714905,758588.23634922295,3.2084110064896833e-05,1.0,750.71817785867904,3.279,0.954,0.00042735042735042735
1,78d8045d,62.441675670684582,887826.98885209998,1.8110431181222204e-05,1.0,1006.5321814050398,4.292,0.962,0.0004322455154527772
1,aca0ccb4,63.834715748504323,1255515.8539968485,2.700362622784688e-05,1.0,776.14907472019502,3.361,0.956,0.00046157396722824835
1,bb4a94cd,68.503006361797318,957608.59520197276,2.9296711426260918e-05,1.0,769.56024686108913,3.349,0.956,0.0004807692307692308
0,551856d8,50.887812916097154,2559222.4683853076,1.2532541352577423e-05,1.0,670.50568449544289,3.087,0.962,0.0004302925989672978
0,119f046b,66.503304795839995,884040.79666632728,2.9731663836084e-05,1.0,1247.6654844342283,5.177,0.948,0.00045682960255824577
1,5316efdf,55.037029055619776,1145207.8363566098,2.5041877903321202e-05,1.0,632.07178241859106,2.864,0.955,0.000396589331746976
0,97e2d963,46.580794528259723,2191206.4697972178,1.9487340265634969e-05,1.0,1084.6075553136448,4.601,0.954,0.0003280301787764474
1,0c2cf1d0,67.108999901096951,959793.52528829337,3.181985488444784e-05,1.0,876.08995515899653,3.749,0.952,0.00046816479400749064
1,ca3a6c6e,34.435283819727474,1704174.3620665031,2.7080915034063591e-06,0.96111231591761115,513.21408305904254,2.391,0.949,0.0003213883978788366
1,1123c599,64.731552623880958,1155734.1551467325,8.8272278107148931e-06,1.0,560.61767826635628,2.646,0.96,0.00047881254488867607
1,fb19a44c,68.416355473328451,914052.01020963176,2.226031814053374e-05,1.0,881.01469128147585,3.855,0.951,0.0004861448711716091
1,e8f01e7e,68.142794399893617,161198.65222139194,4.523789136853763e-05,1.0,1683.6540242861074,6.299,0.957,0.00046274872744099955
1,6706ea46,53.731027621663813,2001274.4043166195,1.4684999707112698e-05,0.99999999999999989,864.66847411237734,3.836,0.96,0.00039690414764834294
0,9bccbe2e,54.401256969646681,978900.28565328137,3.8724376991800445e-05,0.99999999999999989,1363.766400254169,5.094,0.966,0.00034002040122407346
0,d6913851,58.815148328443328,1499873.7696598647,3.8467289548613094e-06,0.99999999999999989,642.2416229568862,2.964,0.956,0.00041076196344218524
1,51e96360,30.268002646840365,1632946.4870219531,2.4782187263893619e-05,0.66557586427549587,635.12663232662226,2.896,0.95,0.0002878111958555188
0,e77f7e17,47.694385055468118,1284177.8422151965,4.7465065212399195e-05,1.0,702.04165984575661,2.924,0.965,0.0003284072249589491
1,d588cd39,53.712752430215581,2646125.8866615249,1.2694420917177963e-05,1.0000000000000002,1000.480336783152,4.303,0.966,0.0003997601439136518
1,28758181,35.45487897679611,2464488.6450250689,1.3794195927390035e-05,1.0,543.44272351664335,2.443,0.965,0.0003127443315089914
0,89842932,42.022062842402974,2288812.9933107956,1.0543753940613026e-05,0.70221595673632919,751.59491915798071,3.427,0.968,0.0003301964668978042
0,ab1ece17,35.57868770009982,1251323.3548773776,1.0097004089478486e-05,0.90001696398312536,395.87240554236041,1.946,0.958,0.00030726686126901216
1,83b74cae,40.22677655639982,2141267.8480674317,2.3728748449229477e-05,0.99999999999999989,655.59662395361079,2.909,0.963,0.00031857279388340236
0,f76458ab,44.562373574037764,1873340.4811483384,2.3350258985852758e-05,1.0,649.95069741227724,2.929,0.957,0.00034788658897199514
1,d33e98bb,46.902197542893376,1017256.9571412723,3.0365873633789096e-05,1.0,526.59576525789555,2.449,0.944,0.00037243947858472997
1,7f3356fa,57.364656879060519,1006300.0814191921,4.6758855181270208e-05,1.0,932.79154963697965,3.912,0.939,0.0004210526315789474
1,78ec206c,39.736595280868684,2010557.007591533,1.8673691523007465e-05,1.0,507.36713183334001,2.263,0.969,0.0003448275862068965
0,7d3213df,65.290285047926574,653434.83996497269,5.3979699933697467e-05,1.0,1443.6134022058245,5.392,0.96,0.00043965706748735987
1,c7d45cb0,50.063380673465282,2001254.9111619645,5.0841786302040877e-06,1.0000000000000002,531.83534400053418,2.5,0.969,0.00038895371450797355
1,bacaacf9,51.99500539705712,2241384.0213932921,7.5248637031128238e-06,1.0,593.25441850817333,2.799,0.966,0.00042607584149978694
0,15b788fb,50.013957178253243,1153663.2182096175,3.3268106868344714e-05,1.0,548.9358207691248,2.463,0.963,0.00037537537537537537
0,b8e18fbb,39.933296470693428,1076016.8355917728,2.3861925230831384e-05,0.7966608449275473,349.38521214463123,1.659,0.969,0.00035267148651031563
1,258ae38c,50.10601785336744,2000458.6854129785,6.0100770752046519e-06,1.0,584.64244549474427,2.712,0.965,0.0004089143324473523
0,2d8a438e,62.946358383956422,903890.97107782355,4.5096810494358378e-05,1.0,971.37622534920888,3.893,0.96,0.00044014084507042255
0,2d29483b,47.621240014343442,1814906.5690832231,3.4218733643396019e-06,0.99999999999999978,465.15923020296412,2.213,0.965,0.00041597337770382697
0,87a72548,63.620463897835592,816592.07452003169,1.0940205870916509e-05,0.86431810724156777,442.97179502632855,2.117,0.958,0.0004987531172069825
1,b6cfe64f,37.552927370286653,1162351.8459827597,2.9495051616469189e-07,0.99999999999999989,384.78559878490336,1.822,0.958,0.000350385423966363
0,133f346d,61.04646761729245,1072494.1389299026,3.5384443751746691e-05,0.99999999999999989,1226.3334975945522,4.803,0.962,0.00038955979742890534
1,0d3ec646,60.917740013817905,1362324.0220516033,2.3093894311540784e-05,0.99999999999999989,838.12896752479583,3.511,0.967,0.0004035512510088781
0,2f881d78,57.236333775731254,905488.38949506241,5.9879266600237675e-05,1.0,1112.4388791263034,4.424,0.946,0.00039300451955197487
0,57a7eee8,55.097962336815478,1052970.3060461027,3.4183853863009691e-05,1.0,635.18416700633293,2.794,0.957,0.00039856516540454366
1,bab1926a,51.990424081325294,1339260.7824186331,1.6763316032558801e-05,1.0,665.44894610150209,2.995,0.963,0.000390015600624025
0,20e4176e,38.735490295217176,1368705.7505409799,4.40067819842375e-05,1.0,473.55610247852167,2.135,0.958,0.0003355704697986577
1,35ac7dc2,70.249816567384073,874999.57106279826,4.4295900898967274e-06,1.0000000000000002,494.80626660703456,2.36,0.961,0.0005205622071837585
0,66dbf620,58.326781478134258,1668634.6358021754,2.6394457823578339e-05,1.0,1283.8744949481124,5.312,0.946,0.0004134794293983874
1,5196228c,74.320884632776796,587276.98341394612,2.4414393501498462e-05,0.99999999999999989,1389.8654435463284,5.34,0.972,0.0005074854097944684
0,d6566373,70.361119786708244,1655844.859164278,2.672130847307548e-05,1.0,868.38978761472993,3.635,0.965,0.0005560189046427579
1,27ac12ee,39.943461309959687,1704622.3130318315,1.0941665041050813e-05,1.0,495.44875484345715,2.315,0.959,0.0003572704537334762
1,0c33ca9e,55.937802754236365,902934.77985001658,2.6787036085045189e-05,1.0,596.5274051710162,2.703,0.946,0.0004233700254022015
0,2ed64fa3,20.913927833531719,1925123.2622241341,1.545436736145161e-06,0.99893333333333334,407.01924559301295,1.915,0.959,0.0002669157880688643
1,d75f4b30,65.987219011660429,1060946.083399025,2.4294395973063415e-05,1.0,802.36301428355762,3.399,0.969,0.0004508566275924256
1,d3031eaf,65.805761834952705,1081121.1736990693,3.0431631739958523e-05,0.99999999999999989,1038.3051991998377,4.368,0.953,0.00046072333563695
0,b0db8992,55.714151268128461,659100.96622436808,3.9971503772508234e-05,0.70799207930284891,384.27622938165797,1.773,0.965,0.00041597337770382697
1,5ff4495d,45.148352668568457,1617225.7960549269,1.7997875450278989e-05,1.0,566.35721279330858,2.627,0.962,0.00036114120621162876
0,9847a428,34.467028064643003,1475219.2459723242,1.629727945694123e-05,1.0,431.40632953365139,2.018,0.958,0.0003140210394096404
1,51e9dd28,61.817459263956039,1043524.4346600351,1.4035937197472606e-05,1.0,651.50710460054745,2.957,0.959,0.0004257130693912303
1,a9ab128c,53.290421240724186,1746291.6426780254,2.2878240919239928e-05,1.0,837.06804908515471,3.571,0.965,0.0003832151753209427
0,5a962d7c,70.207759476500343,381940.28196814528,9.5592937781498386e-05,1.0,1315.7189903753181,4.802,0.952,0.00045945325063174823
0,ed7569f9,46.338178768774618,1058322.3205483435,4.6113357794905158e-05,1.0,478.2548962294963,2.121,0.958,0.00035007876772273763
0,691efc6d,38.78887196552035,827304.23995572771,1.0188699244390567e-05,0.93343231488083678,318.54783161837429,1.563,0.959,0.000342407122068139
0,3c546105,74.727969457251746,304238.6889175917,5.3314224646041737e-05,0.99999999999999989,1183.542516374067,4.565,0.961,0.0005041593143433325
1,434c4170,36.634324300282529,2472466.162165022,2.9627000989413608e-06,1.0,542.36651662005852,2.514,0.961,0.0003428767358134751
0,ae882030,60.821917966453718,1144862.5628275711,4.0789781668708119e-05,1.0,746.91690150250827,3.157,0.962,0.0004581901489117984
0,c7994ee4,41.162630051522676,1279992.0539123246,3.3236733744631316e-05,1.0,397.42627897508635,1.815,0.968,0.00033239155725444574
0,c22499f6,31.198123931186608,1546496.4210783967,2.17773939308062e-05,0.99999999999999989,379.8510351281314,1.793,0.961,0.00030849915162733303
0,7ce7d67d,63.096457380094044,586316.16760998312,4.4786558753248105e-05,0.99999999999999989,1812.6546583784768,6.562,0.962,0.00039478878799842083
0,7f13d74d,53.732222618058003,1657913.6543952234,2.0605414375572704e-05,1.0,1140.3105514237482,4.809,0.951,0.0003536067892503536
0,c1b8144e,73.50989831185494,628813.31284136232,4.8875457216872878e-05,1.0,454.74304109914596,2.028,0.945,0.0006116207951070336
0,c84a92a0,34.788652847234992,1445915.826766354,2.9622519701438329e-05,1.0,422.39374390516775,1.943,0.959,0.0002954209748892171
0,ba2b4c39,75.809244519278138,662039.68859804329,7.87406077816779e-05,1.0,998.68942044852042,3.911,0.953,0.000536480686695279
1,4b58ca02,61.749069013336772,832664.3250384751,3.9429177410688907e-05,1.0,673.85366998845677,2.933,0.95,0.00045004500450045
1,3477579e,55.387826233550854,1049418.9433877752,2.2144912595798858e-06,0.99999999999999989,389.46111889927437,1.895,0.964,0.00046783625730994154
0,26f7b798,37.776525123911689,698014.51330786734,7.3836626896565111e-05,0.51526107573813884,549.60812646276622,2.382,0.967,0.00028244598220590313
1,ea2440a6,50.45448069981888,1891939.6446391756,2.298231507534377e-05,1.0,824.47111800306618,3.633,0.955,0.00037936267071320183
0,78ce5f90,49.026050977308287,907632.30417680577,7.5462912529303941e-05,1.0,559.0923334425014,2.38,0.95,0.0003465003465003465
0,dbd93310,44.005832155429722,1644775.0446541079,2.4607449748806723e-06,0.95118149094605309,552.64718044732251,2.57,0.957,0.00036859565057132326
0,1c536d78,70.153218808456401,404435.77921412501,8.2249280601077901e-05,1.0,1494.610125375506,5.424,0.952,0.0004419889502762431
0,bdc40587,55.308116240012779,1271592.9114870841,1.2257319751544738e-06,1.0,560.91383616261771,2.608,0.954,0.0004145077720207254
